start_date,personal_info,end_date,salary,duration,student_id,high_perc,high_spec,mba_spec,second_perc,degree_perc,placed,experience_years,employability_perc,mba_perc,work_experience,degree_type,smell
,"Jonathan Oconnor, 2002-05-19, M",2020-03-30,27399.0,3.0,159490005,58.01,Commerce,Mkt&Fin,77.64,68.96,True,1,60.1,65.05,False,Sci&Tech,True
2020-01-01,"Sean Roach, 2004-11-29, M",,26694.0,12.0,96071436,62.42,Commerce,Mkt&Fin,63.97,72.31,False,1,63.15,75.71,True,Comm&Mgmt,True
2020-01-01,Andrew Rowland,2020-03-24,,3.0,497451174,67.56,Commerce,Mkt&HR,68.41,67.39,False,1,88.22,68.43,False,Comm&Mgmt,False
2020-01-23,William Burke,2020-06-28,31784.0,3.0,448416612,80.54,Science,Mkt&Fin,84.26,73.33,True,1,71.18,71.4,True,Sci&Tech,False
,Deanna Terry,,,3.0,904626419,68.3,Commerce,Mkt&Fin,57.2,61.59,True,1,59.76,67.77,True,Comm&Mgmt,False
,Alexandria Patterson,2021-01-05,22332.0,,949545079,69.42,Science,Mkt&Fin,70.92,69.16,True,1,81.24,68.72,False,Comm&Mgmt,False
,"Leah Bird, 2003-08-05, F",2020-08-21,26495.0,3.0,395201854,84.5,Commerce,Mkt&HR,72.35,71.38,True,1,61.39,69.63,False,Comm&Mgmt,True
2020-01-01,"Dustin Mcknight, 2000-02-29, M",2020-07-28,31115.0,,350791158,58.8,Science,Mkt&Fin,72.63,74.57,True,1,76.36,65.43,True,Comm&Mgmt,True
,"Peter Cuevas, 2002-06-18, M",,34921.0,3.0,891998930,49.9,Commerce,Mkt&Fin,71.66,63.51,True,1,86.25,57.73,False,Comm&Mgmt,True
2020-06-17,"Scott Hale, 1999-02-20, M",,34960.0,3.0,59137834,60.36,Commerce,Mkt&HR,65.4,53.17,True,1,93.03,58.22,False,Others,True
2020-04-11,"Angela King, 2001-04-16, F",2020-08-23,,3.0,305547706,49.25,Science,Mkt&HR,59.21,61.38,True,1,50.07,65.53,False,Comm&Mgmt,True
2020-01-03,Linda Jenkins,2020-08-31,,,280668856,62.81,Arts,Mkt&Fin,69.63,63.52,True,1,80.76,58.88,False,Sci&Tech,False
,"Alexis Washington, 2004-10-13, F",2020-07-23,23145.0,,66855782,65.54,Science,Mkt&Fin,70.51,68.12,True,1,65.84,66.59,False,Comm&Mgmt,True
,Christopher Bates,2020-08-15,25177.0,6.0,831435550,82.05,Science,Mkt&HR,68.01,72.11,False,1,96.67,73.05,True,Comm&Mgmt,False
2020-05-01,Kelli Mcmillan,,25752.0,3.0,977440543,78.26,Commerce,Mkt&Fin,79.65,69.59,True,1,64.84,65.86,True,Comm&Mgmt,False
2020-05-22,"Steven Forbes, 2002-10-19, M",2020-10-26,37297.0,3.0,552292485,73.18,Commerce,Mkt&HR,72.99,69.71,True,1,76.08,66.94,True,Comm&Mgmt,True
,Brittany Taylor,2020-06-15,,12.0,84253864,62.5,Commerce,Mkt&Fin,64.58,63.3,True,1,95.45,73.25,False,Comm&Mgmt,False
2020-01-01,Shawn Richards,,,3.0,89399706,86.53,Science,Mkt&Fin,82.26,79.24,True,1,71.31,66.92,True,Sci&Tech,False
2020-01-01,"Cameron Carroll, 2002-05-07, M",2020-10-31,,12.0,196001262,67.69,Commerce,Mkt&Fin,54.06,65.76,True,1,70.93,53.66,True,Sci&Tech,True
2020-01-11,"Daniel Hill, 1999-09-14, M",,,3.0,685107827,51.31,Commerce,Mkt&Fin,57.88,53.52,False,1,78.85,54.09,False,Comm&Mgmt,True
2020-05-26,"Michelle Wallace, 2005-04-10, F",2020-10-14,24544.0,,803612474,77.27,Commerce,Mkt&Fin,61.69,63.64,False,1,50.78,69.24,False,Sci&Tech,True
,"Richard Campbell, 1998-10-06, M",2020-11-30,,,893914590,77.93,Science,Mkt&HR,63.35,77.09,True,1,71.53,71.35,True,Comm&Mgmt,True
,"Christine Foster, 2001-11-24, F",2020-05-21,24045.0,6.0,306336592,61.23,Commerce,Mkt&Fin,65.98,65.39,True,1,77.84,60.74,False,Comm&Mgmt,True
2020-01-01,"Scott Perez, 1999-08-12, M",2020-12-18,23472.0,12.0,874476456,75.33,Commerce,Mkt&HR,69.76,76.72,True,1,81.49,65.31,True,Comm&Mgmt,True
2020-03-16,"James Mccoy, 2000-02-28, M",,,6.0,316919969,74.7,Commerce,Mkt&Fin,79.72,67.12,True,1,93.33,60.51,True,Sci&Tech,True
2020-01-16,"Melanie Martinez, 2002-08-12, F",2020-10-04,21515.0,3.0,371945558,54.9,Commerce,Mkt&HR,61.21,57.82,True,1,51.82,58.65,True,Comm&Mgmt,True
2020-01-01,Amy Williams,2020-11-16,,,15472737,70.86,Commerce,Mkt&Fin,75.96,75.02,True,1,58.99,63.24,False,Comm&Mgmt,False
,Daniel Dixon,2020-06-15,38726.0,3.0,790135006,45.37,Science,Mkt&HR,57.08,50.0,False,1,94.97,56.27,False,Comm&Mgmt,False
2020-02-07,Timothy Garcia,,29594.0,3.0,661528133,79.88,Science,Mkt&Fin,87.09,67.84,True,1,91.66,62.01,True,Comm&Mgmt,False
2020-01-08,"Pamela Dunlap, 2004-09-08, F",2020-06-28,,6.0,438452524,70.03,Science,Mkt&HR,69.17,76.0,True,1,72.23,68.37,False,Comm&Mgmt,True
2020-01-08,"Howard Vaughn, 1999-03-17, M",2020-07-26,26567.0,3.0,85919942,64.55,Science,Mkt&Fin,67.3,64.95,True,2,57.85,63.53,True,Comm&Mgmt,True
2020-04-17,Johnny Booker,2020-08-05,30246.0,3.0,818286914,69.99,Commerce,Mkt&Fin,51.6,56.89,True,1,69.05,57.43,False,Comm&Mgmt,False
,Karen Ware,,25267.0,3.0,995319972,82.58,Commerce,Mkt&HR,68.79,73.17,False,1,54.5,66.71,False,Sci&Tech,False
2020-06-17,Tyler Bailey,,33123.0,3.0,991321715,62.16,Science,Mkt&HR,61.0,66.36,True,1,77.35,58.59,False,Comm&Mgmt,False
2020-01-01,Donald Edwards,,25608.0,3.0,692090811,52.02,Commerce,Mkt&Fin,57.97,50.0,False,1,54.52,64.88,False,Comm&Mgmt,False
2020-03-11,"Daniel Griffin, 2002-12-13, M",,28464.0,6.0,271572412,64.4,Science,Mkt&Fin,44.99,64.93,True,1,54.11,67.41,False,Sci&Tech,True
2020-06-17,"Tony Williams, 2005-01-06, M",2021-01-04,26567.0,12.0,115561222,49.26,Science,Mkt&Fin,58.81,59.56,False,1,84.93,57.74,False,Sci&Tech,True
2020-03-10,Joseph Haas,,26440.0,3.0,880394116,60.36,Commerce,Mkt&Fin,43.32,67.23,False,1,74.81,55.11,False,Comm&Mgmt,False
2020-05-13,Ruben Wright,2020-07-18,25588.0,6.0,234595415,60.1,Science,Mkt&HR,60.47,58.71,False,1,55.93,59.68,False,Comm&Mgmt,False
2020-05-14,"Melanie Roberts, 2001-03-22, F",,,,706246272,67.88,Science,Mkt&Fin,77.32,66.08,True,1,86.18,72.19,False,Sci&Tech,True
,"Beth Fox, 2003-02-12, F",,,3.0,239677383,54.45,Commerce,Mkt&Fin,85.13,76.23,True,1,58.58,61.14,False,Comm&Mgmt,True
2020-01-01,"John Orozco, 2005-07-05, M",,35924.0,,903591032,58.13,Commerce,Mkt&HR,68.62,57.22,True,1,53.52,63.44,False,Comm&Mgmt,True
2020-01-25,Jeffrey Bennett,2020-06-16,,3.0,112499947,70.89,Commerce,Mkt&Fin,76.37,79.22,True,1,77.43,58.88,False,Comm&Mgmt,False
2020-01-01,Jeremiah Clark,,,,341205916,70.56,Science,Mkt&HR,57.3,66.75,True,1,88.08,58.79,True,Others,False
2020-01-24,"Kathleen Andrews, 2005-09-29, F",,31576.0,6.0,850136500,53.55,Science,Mkt&Fin,62.81,59.77,True,1,63.94,59.77,False,Comm&Mgmt,True
2020-07-21,Brett Ramirez,2020-09-26,,3.0,305564726,78.15,Commerce,Mkt&Fin,63.93,60.75,True,1,91.1,63.12,True,Comm&Mgmt,False
,Joseph Daniels,,24435.0,3.0,529482728,58.01,Commerce,Mkt&HR,55.83,73.19,False,1,87.91,60.21,False,Comm&Mgmt,False
2020-01-05,Joshua Christensen,,,,6627225,77.35,Commerce,Mkt&Fin,80.04,73.06,True,1,93.87,72.34,True,Comm&Mgmt,False
,"Matthew Benjamin, 1999-09-17, M",2020-04-26,,3.0,45126715,64.49,Commerce,Mkt&HR,58.86,65.75,True,1,65.0,58.87,False,Comm&Mgmt,True
,"Katherine Williams, 2000-10-08, F",2020-05-05,,3.0,343723790,71.52,Commerce,Mkt&Fin,68.31,71.54,True,1,58.68,57.29,True,Comm&Mgmt,True
2020-01-30,Zachary Nguyen,2020-10-06,31443.0,12.0,583929553,63.27,Commerce,Mkt&HR,65.93,54.55,False,1,51.01,60.4,False,Comm&Mgmt,False
2020-03-02,"Frank Vargas, 1999-01-11, M",,,3.0,306359120,70.28,Arts,Mkt&HR,87.17,75.29,True,1,78.0,67.92,False,Comm&Mgmt,True
,"Jose Cordova, 2006-02-07, M",,33689.0,3.0,160383509,71.54,Commerce,Mkt&Fin,84.49,77.43,True,1,58.79,61.15,False,Comm&Mgmt,True
,Kim Cruz,2020-04-10,38060.0,3.0,257806747,74.98,Commerce,Mkt&HR,79.81,72.19,True,1,92.92,61.92,True,Comm&Mgmt,False
2020-02-16,"Paul Gonzalez, 2001-12-21, M",,,12.0,474410726,74.64,Arts,Mkt&Fin,75.73,78.05,True,1,55.05,61.93,True,Sci&Tech,True
2020-03-28,Kevin Fernandez,2020-10-02,,6.0,171224821,83.2,Science,Mkt&Fin,80.71,70.32,True,1,72.23,67.68,False,Comm&Mgmt,False
2020-01-20,Jacqueline Sawyer,2020-12-02,,,873164035,59.06,Science,Mkt&HR,57.5,72.11,True,1,54.48,66.43,False,Comm&Mgmt,False
2020-01-01,Melinda Vargas,,32919.0,,642537654,69.29,Commerce,Mkt&HR,55.51,60.41,False,1,65.51,61.68,False,Others,False
2020-01-01,Christopher Hoover,,,6.0,573857719,71.44,Commerce,Mkt&Fin,77.49,71.0,True,1,76.72,57.2,False,Comm&Mgmt,False
2020-01-01,Michelle Fox,2020-08-28,29534.0,6.0,50337306,79.3,Commerce,Mkt&Fin,71.29,72.05,True,1,65.99,71.74,False,Comm&Mgmt,False
,"Jonathan Williams, 2005-08-16, M",2020-07-17,26397.0,,584237027,62.07,Science,Mkt&Fin,77.27,69.62,True,1,54.18,71.38,True,Comm&Mgmt,True
,"Diana Daniel, 2000-08-18, F",,,3.0,880270753,59.88,Commerce,Mkt&Fin,53.93,62.28,True,1,59.69,58.03,False,Comm&Mgmt,True
2020-06-09,Elizabeth Figueroa,,27910.0,3.0,142423783,76.44,Commerce,Mkt&Fin,77.69,83.01,False,1,72.73,71.67,True,Sci&Tech,False
2020-06-25,"Kimberly Austin, 2001-01-08, F",2020-09-07,,,844788975,47.3,Science,Mkt&HR,68.66,69.41,False,1,56.32,71.9,False,Comm&Mgmt,True
2020-01-01,"Andre Valdez, 2004-02-05, M",2020-06-26,,3.0,490880359,78.65,Science,Mkt&Fin,85.16,78.05,True,1,79.3,66.19,False,Sci&Tech,True
2020-07-27,Michael Webster,2020-12-17,,6.0,777880189,79.42,Commerce,Mkt&Fin,56.79,65.7,True,1,67.41,60.81,False,Comm&Mgmt,False
2020-01-06,"Cody Miller, 1998-12-14, M",2020-12-14,,,176842995,59.47,Science,Mkt&Fin,62.18,60.19,False,1,60.78,68.08,False,Others,True
2020-01-11,"Emily Strickland, 2006-01-12, F",,,6.0,360301529,61.18,Commerce,Mkt&Fin,57.27,66.5,True,1,66.42,67.62,False,Sci&Tech,True
,"Carlos Bailey, 2002-08-23, M",,25494.0,6.0,380268958,65.67,Commerce,Mkt&HR,66.51,68.12,True,1,57.83,62.96,True,Comm&Mgmt,True
2020-06-24,"Nicholas Jackson, 2001-06-06, M",2020-10-06,,3.0,786789604,54.66,Science,Mkt&Fin,60.86,58.84,False,1,68.79,60.48,True,Sci&Tech,True
2020-07-27,"Jesse Walters, 1999-09-04, M",2020-07-09,41998.0,3.0,189420130,51.88,Science,Mkt&HR,58.51,70.63,True,1,95.29,69.55,False,Sci&Tech,True
2020-01-01,"Robin Perry, 2002-08-21, F",2020-07-19,34187.0,12.0,249814687,55.53,Science,Mkt&HR,51.93,65.04,False,1,51.38,62.05,True,Sci&Tech,True
,"Martha Cox, 1998-10-23, F",2020-11-27,27248.0,,452003733,70.74,Science,Mkt&HR,55.46,64.73,True,1,78.31,60.66,False,Comm&Mgmt,True
,"Timothy Lewis, 2001-01-06, M",2020-11-05,40443.0,,638411922,73.85,Commerce,Mkt&Fin,81.53,67.7,True,1,51.03,63.57,True,Comm&Mgmt,True
,Louis Perry,2020-10-08,,,739991901,74.46,Science,Mkt&Fin,64.19,58.43,True,1,88.32,59.68,False,Comm&Mgmt,False
2020-07-18,"Eric Martinez, 2001-09-29, M",2020-07-19,,3.0,990316588,75.47,Commerce,Mkt&HR,54.81,62.39,True,1,80.74,59.22,False,Comm&Mgmt,True
2020-02-17,Jessica Lyons,2020-04-22,27920.0,3.0,781292057,63.79,Commerce,Mkt&Fin,73.3,71.51,True,1,50.12,62.85,False,Comm&Mgmt,False
2020-01-01,"Kenneth Alvarez, 2004-12-10, M",,25749.0,12.0,267938063,46.79,Science,Mkt&Fin,43.69,53.61,False,1,72.22,56.15,True,Comm&Mgmt,True
,Patricia Garcia,2020-10-12,,,674037525,63.3,Commerce,Mkt&Fin,84.49,74.51,True,1,86.4,73.81,False,Sci&Tech,False
2020-05-05,Samuel Lewis,2020-08-30,32626.0,6.0,746976772,70.21,Science,Mkt&HR,74.68,63.68,False,1,54.4,66.24,True,Comm&Mgmt,False
2020-01-27,"Casey Gomez, 2004-10-22, F",,22828.0,3.0,120013796,50.83,Commerce,Mkt&Fin,57.51,56.42,False,1,82.82,52.32,True,Comm&Mgmt,True
2020-01-02,Michael Klein,,31969.0,6.0,886637893,66.51,Arts,Mkt&Fin,57.35,56.44,True,1,82.96,63.14,True,Comm&Mgmt,False
,"Tiffany Blair, 2002-09-19, F",2020-05-25,27512.0,6.0,625213755,59.39,Science,Mkt&Fin,60.41,54.21,False,1,58.28,62.13,True,Comm&Mgmt,True
2020-02-05,"Anne West, 2004-11-14, F",2020-03-28,,3.0,278984097,61.97,Science,Mkt&Fin,69.09,63.1,False,1,95.21,65.04,False,Comm&Mgmt,True
,"Zachary Berry, 2005-09-22, M",2020-12-05,29326.0,6.0,791125290,45.2,Science,Mkt&Fin,66.96,57.01,True,1,80.39,57.65,False,Sci&Tech,True
2020-07-18,Jenny Rivera,,29135.0,3.0,665706819,55.58,Science,Mkt&HR,70.33,69.23,True,1,50.88,55.42,False,Sci&Tech,False
2020-07-27,Jose Moreno,2020-08-27,29054.0,3.0,280030608,54.1,Commerce,Mkt&Fin,66.25,56.65,False,1,72.55,51.86,True,Sci&Tech,False
2020-02-22,"Samuel Smith, 2003-11-24, M",2020-05-12,,3.0,67412854,79.43,Science,Mkt&Fin,75.9,71.42,True,1,76.86,66.15,True,Sci&Tech,True
2020-03-04,Christopher Cooke,2020-07-08,28062.0,3.0,647097437,57.15,Arts,Mkt&Fin,82.8,59.26,True,1,79.27,53.85,False,Others,False
2020-01-01,Gary Alvarez,,31024.0,,969805436,76.55,Science,Mkt&Fin,76.09,67.81,True,1,78.82,73.86,True,Sci&Tech,False
2020-01-01,"Logan Olsen, 2000-02-25, M",2020-07-29,,,684065795,64.36,Commerce,Mkt&HR,55.82,50.0,True,1,66.04,60.59,True,Comm&Mgmt,True
2020-01-01,"Crystal Gutierrez, 2000-09-20, F",,,3.0,777518707,74.8,Science,Mkt&HR,62.92,77.02,False,1,57.63,67.61,True,Sci&Tech,True
2020-01-01,Jennifer Monroe,2020-09-20,26714.0,,713759412,62.27,Science,Mkt&Fin,51.36,69.2,True,1,80.1,63.61,True,Others,False
2020-06-05,Jason Jenkins,,23725.0,3.0,646282049,61.36,Science,Mkt&Fin,67.24,65.55,True,1,94.57,70.0,False,Comm&Mgmt,False
,"Maria Spears, 1999-02-01, F",2020-06-15,26001.0,3.0,63280147,46.98,Science,Mkt&Fin,55.43,68.04,False,1,66.74,68.19,False,Sci&Tech,True
,Kayla Stevens,,,3.0,375830286,66.31,Commerce,Mkt&Fin,62.65,61.68,False,1,52.61,71.64,False,Comm&Mgmt,False
2020-07-25,"Katie Taylor, 2005-06-27, F",2020-12-15,,,37169024,97.7,Commerce,Mkt&HR,89.33,78.76,True,1,86.64,70.67,True,Comm&Mgmt,True
2020-01-03,Jessica Schmidt,,22846.0,,26710524,54.04,Commerce,Mkt&Fin,84.07,64.77,True,1,94.08,65.92,False,Comm&Mgmt,False
2020-06-10,"Michael Lawson, 2003-07-30, M",2020-03-21,,3.0,574772178,71.63,Commerce,Mkt&HR,72.21,58.54,False,1,54.56,70.78,False,Comm&Mgmt,True
2020-03-09,Jason Duffy,,33268.0,3.0,237547911,68.48,Science,Mkt&Fin,78.32,61.4,True,1,80.62,62.89,True,Comm&Mgmt,False
2020-01-01,"Daniel Watkins, 2002-11-20, M",,28398.0,,360814921,67.46,Science,Mkt&Fin,80.11,77.62,True,1,75.94,61.81,False,Comm&Mgmt,True
,Ashley Anderson,2020-07-29,22099.0,3.0,517471561,78.09,Commerce,Mkt&HR,79.86,64.74,True,1,52.83,59.16,True,Sci&Tech,False
2020-01-01,Jonathan Berg,2020-06-13,23723.0,,979175760,56.02,Commerce,Mkt&HR,75.22,74.77,True,1,67.6,55.67,False,Comm&Mgmt,False
,"Joy Hobbs, 2001-02-22, F",2020-08-09,20545.0,6.0,200109319,78.27,Commerce,Mkt&Fin,64.53,68.02,True,1,60.85,66.6,False,Sci&Tech,True
2020-01-01,"Juan Walker, 1998-10-13, M",,,,61119232,42.53,Arts,Mkt&Fin,46.7,62.84,False,1,72.73,62.87,True,Sci&Tech,True
2020-01-01,"Nicole Williams, 2006-05-13, F",2020-05-05,43189.0,,364135067,71.95,Commerce,Mkt&Fin,61.67,65.33,False,1,60.92,61.86,False,Comm&Mgmt,True
,Rachel Hernandez,2020-08-04,25061.0,3.0,209989482,49.6,Commerce,Mkt&HR,61.11,62.03,False,1,55.16,65.99,False,Comm&Mgmt,False
,Karen Juarez,,,3.0,51703463,59.02,Commerce,Mkt&Fin,59.02,61.8,True,1,68.52,54.16,False,Others,False
2020-02-15,Mark Burke,2020-10-26,32768.0,,107423774,60.43,Commerce,Mkt&HR,59.19,55.19,False,1,78.24,61.22,False,Comm&Mgmt,False
,"Anne Rowland, 2000-04-28, F",2021-01-02,20000.0,12.0,105938098,54.64,Science,Mkt&Fin,50.88,60.34,False,1,59.94,53.81,True,Comm&Mgmt,True
,Shannon Bryan,2020-07-07,28808.0,3.0,425928552,57.78,Science,Mkt&Fin,81.34,76.65,False,1,91.73,68.59,False,Comm&Mgmt,False
2020-04-16,Brenda Washington,2020-08-24,,,936771191,76.66,Commerce,Mkt&Fin,73.55,77.08,True,1,95.7,70.37,True,Sci&Tech,False
,"Justin Perez, 2000-04-16, M",,,3.0,440680915,84.01,Commerce,Mkt&Fin,83.12,72.49,True,1,86.49,57.53,False,Comm&Mgmt,True
2020-02-21,Wayne Delgado,,29298.0,,85520053,62.75,Arts,Mkt&Fin,73.31,69.99,True,1,51.51,66.82,False,Sci&Tech,False
2020-01-01,Joshua Soto,,25504.0,,759288348,69.2,Science,Mkt&Fin,67.74,64.39,True,1,51.85,59.58,False,Comm&Mgmt,False
2020-01-01,"Debra Quinn, 2005-05-23, F",2020-06-29,23610.0,6.0,821645286,76.04,Science,Mkt&Fin,71.48,78.56,True,1,67.75,63.2,False,Comm&Mgmt,True
2020-07-23,Andrew Wilson,2020-12-30,,12.0,208913513,55.65,Science,Mkt&HR,62.76,73.47,False,1,62.23,57.97,False,Sci&Tech,False
2020-05-12,Jack Walton,2020-08-17,,3.0,548035873,88.74,Commerce,Mkt&Fin,87.37,73.76,True,1,72.8,66.47,False,Sci&Tech,False
2020-01-01,Stephanie Macdonald,,24191.0,6.0,679439092,82.22,Commerce,Mkt&Fin,71.4,82.8,True,1,90.0,63.53,False,Comm&Mgmt,False
2020-01-01,"Nicholas Johnson, 2005-11-16, M",2020-09-12,32103.0,,218630766,60.26,Science,Mkt&Fin,63.67,52.95,True,1,87.12,57.94,False,Comm&Mgmt,True
2020-04-20,"Connor Thompson, 2005-06-13, M",2020-08-30,22875.0,3.0,943389517,53.75,Science,Mkt&HR,59.97,50.0,True,1,51.73,52.17,True,Comm&Mgmt,True
2020-01-16,Brittney Chapman,,28348.0,,807202653,64.39,Commerce,Mkt&Fin,65.82,64.07,True,1,53.28,67.64,False,Sci&Tech,False
2020-01-01,"Timothy Anderson, 2003-08-14, M",2020-04-23,26806.0,3.0,797246717,75.29,Commerce,Mkt&HR,66.81,73.94,True,1,57.93,61.21,True,Comm&Mgmt,True
2020-01-02,Devin Grant,2020-06-13,,6.0,250225225,63.39,Science,Mkt&HR,73.22,64.74,True,1,60.51,59.5,True,Comm&Mgmt,False
2020-07-05,Walter Ramos,2021-01-09,27129.0,6.0,434975632,88.34,Science,Mkt&HR,77.39,71.62,True,1,95.3,68.73,False,Comm&Mgmt,False
,"Joel Mcneil, 1998-08-04, M",2020-09-19,32091.0,6.0,566581054,65.04,Commerce,Mkt&HR,69.94,66.89,False,1,84.51,68.55,False,Comm&Mgmt,True
,Dustin Garcia,2020-04-08,24206.0,3.0,226169634,54.34,Science,Mkt&HR,45.99,73.31,True,1,90.32,60.54,False,Sci&Tech,False
2020-07-23,"Kenneth Pearson, 1999-10-13, M",,22291.0,3.0,687004158,80.59,Commerce,Mkt&Fin,77.0,61.87,True,1,71.57,61.82,False,Sci&Tech,True
2020-01-01,"Jay Moore, 2004-03-14, M",2020-05-20,,3.0,421125538,48.51,Science,Mkt&Fin,74.32,55.8,True,1,82.73,53.92,False,Comm&Mgmt,True
2020-01-04,Brandon Armstrong,2020-05-13,28852.0,3.0,218043131,90.13,Commerce,Mkt&HR,78.43,74.46,True,1,73.37,69.27,False,Comm&Mgmt,False
2020-01-02,"Melissa Kim, 2003-06-01, F",,31540.0,3.0,915530251,61.96,Science,Mkt&HR,83.52,72.18,True,1,62.2,63.56,False,Comm&Mgmt,True
2020-01-08,"Renee Baker, 2004-10-09, F",2020-10-12,,6.0,253414415,69.32,Science,Mkt&Fin,76.22,75.38,True,1,58.25,70.85,True,Sci&Tech,True
2020-05-04,Rachel Mack,2020-09-11,27240.0,3.0,521798523,74.03,Science,Mkt&Fin,69.83,75.17,True,1,89.61,54.49,False,Comm&Mgmt,False
,Matthew Rodriguez,,31846.0,3.0,939180505,65.06,Commerce,Mkt&Fin,85.9,72.47,True,1,96.6,63.54,False,Comm&Mgmt,False
,Isaiah Kelly,,32925.0,3.0,146330151,79.15,Commerce,Mkt&Fin,79.67,74.34,True,1,88.16,61.31,True,Sci&Tech,False
,Justin Mclaughlin,2020-08-09,22959.0,3.0,25671359,58.81,Commerce,Mkt&HR,81.02,60.53,True,1,51.18,57.66,True,Sci&Tech,False
2020-01-01,Alex Martin,2021-01-07,28497.0,12.0,984047825,56.18,Commerce,Mkt&HR,56.26,58.04,True,1,58.75,56.2,False,Comm&Mgmt,False
2020-01-28,Garrett Ward,,25676.0,,188778358,50.51,Arts,Mkt&HR,64.27,55.32,False,1,70.13,54.74,True,Comm&Mgmt,False
,"Derek Montgomery, 1999-08-24, M",2020-12-15,22477.0,,761363184,55.89,Commerce,Mkt&Fin,60.41,57.99,True,1,80.59,59.97,True,Others,True
2020-01-16,James Harris,2020-05-28,29920.0,3.0,558104659,65.45,Science,Mkt&HR,62.32,62.6,True,1,74.22,61.15,False,Comm&Mgmt,False
,Gregory Davidson,2020-06-14,36065.0,3.0,412948748,62.28,Science,Mkt&HR,68.94,66.1,False,1,53.18,58.55,False,Comm&Mgmt,False
2020-02-17,"Troy Nichols, 2003-05-21, M",2020-10-16,20744.0,3.0,30689280,59.63,Commerce,Mkt&Fin,77.45,65.07,True,1,58.84,64.46,False,Sci&Tech,True
2020-01-01,"Benjamin Ford, 2004-03-01, M",2020-05-13,33179.0,6.0,779909178,54.52,Science,Mkt&HR,62.55,61.17,True,1,66.46,61.82,False,Comm&Mgmt,True
,"Megan Jones, 2005-01-18, F",,24539.0,,751990442,81.15,Commerce,Mkt&HR,75.96,85.07,True,1,55.12,56.8,True,Comm&Mgmt,True
2020-01-11,"Darrell Jones, 2003-08-15, M",,27476.0,,153244472,59.89,Commerce,Mkt&HR,71.95,50.0,True,1,58.32,60.04,False,Others,True
2020-07-27,"Joel Wilson, 2002-12-04, M",2021-01-01,35528.0,3.0,778312682,83.59,Science,Mkt&Fin,86.7,81.31,True,1,69.64,75.3,False,Sci&Tech,True
,Mario Strong,,30347.0,,651090390,54.83,Commerce,Mkt&HR,55.44,62.27,True,1,62.25,60.86,True,Sci&Tech,False
2020-07-24,James Barnett,2020-11-15,,6.0,909908281,68.34,Science,Mkt&HR,60.02,67.36,True,1,88.01,69.61,False,Sci&Tech,False
2020-01-25,"Stacy Fuller, 1998-12-06, F",,,,976723612,68.6,Commerce,Mkt&Fin,78.16,80.87,True,1,61.71,64.97,False,Sci&Tech,True
,"Karla Jackson, 2001-09-19, F",2020-05-30,24937.0,3.0,564132349,46.76,Commerce,Mkt&HR,43.12,53.69,True,1,60.57,52.97,False,Others,True
2020-02-05,"Christopher Pratt, 2000-08-25, M",2020-07-01,27691.0,12.0,116588408,59.37,Science,Mkt&Fin,58.99,63.25,False,1,84.73,64.14,False,Sci&Tech,True
2020-01-21,Diane Andrews,,33613.0,3.0,27294357,68.71,Commerce,Mkt&HR,46.14,57.66,False,1,50.15,66.6,False,Comm&Mgmt,False
2020-01-01,Laura Barron,2020-08-14,23379.0,,542714704,64.13,Science,Mkt&HR,58.37,59.54,True,1,56.11,56.61,False,Others,False
,"Patrick Harper, 1998-08-31, M",2020-07-15,34293.0,3.0,63985483,63.73,Science,Mkt&Fin,60.27,69.56,True,1,63.38,59.21,True,Sci&Tech,True
2020-01-01,"Christopher Allen, 2000-11-06, M",2020-05-20,,6.0,604369613,57.2,Science,Mkt&Fin,76.38,68.83,True,1,70.97,70.19,False,Sci&Tech,True
2020-05-21,Harold Beck,2020-04-14,28937.0,3.0,881860048,58.44,Commerce,Mkt&Fin,72.28,68.91,True,1,90.08,65.95,True,Sci&Tech,False
2020-01-01,James Reynolds,,30429.0,3.0,215299252,58.3,Science,Mkt&Fin,62.7,69.99,True,1,81.42,60.77,True,Sci&Tech,False
,"Daniel Martin, 1999-11-14, M",2020-04-24,30334.0,3.0,447325092,74.46,Commerce,Mkt&Fin,60.43,65.89,True,1,63.5,57.39,False,Sci&Tech,True
,Emma Cox,2020-09-06,,,87137920,64.67,Science,Mkt&Fin,78.63,65.34,True,1,72.1,60.92,False,Comm&Mgmt,False
,"Eric Keller, 2003-09-14, M",,,12.0,510160559,48.46,Commerce,Mkt&HR,41.33,53.21,False,1,56.52,60.76,True,Sci&Tech,True
2020-07-02,"Michael Kennedy, 2004-09-14, M",2020-09-07,,3.0,636902948,75.91,Science,Mkt&Fin,66.52,59.71,True,1,54.31,59.0,True,Sci&Tech,True
,Brandon Gomez,2020-10-27,28049.0,,745921050,53.92,Commerce,Mkt&Fin,54.85,54.19,True,1,76.91,59.54,False,Comm&Mgmt,False
,Christopher Blake,,26388.0,,624946923,69.31,Commerce,Mkt&HR,49.88,60.27,True,1,51.75,53.19,True,Comm&Mgmt,False
,Jeanette Wright,,30375.0,6.0,777797926,40.51,Arts,Mkt&HR,45.38,51.94,False,1,65.42,54.84,True,Comm&Mgmt,False
2020-01-05,Barbara Peterson,2020-04-23,35479.0,3.0,212414419,67.12,Commerce,Mkt&HR,84.48,65.73,True,1,59.43,64.26,True,Comm&Mgmt,False
