credit_card,country_code,card_type,credit_card_info
795214889,MM,jcb,"795214889,MM,jcb"
704451373,DZ,jcb,"704451373,DZ,jcb"
114092352,NZ,jcb,"114092352,NZ,jcb"
30662704,GE,switch,"30662704,GE,switch"
52857639,RS,jcb,"52857639,RS,jcb"
655767808,PK,jcb,"655767808,PK,jcb"
259533924,CM,visa,"259533924,CM,visa"
187400627,SM,jcb,"187400627,SM,jcb"
941906342,TG,diners-club-carte-blanche,"941906342,TG,diners-club-carte-blanche"
991023427,CO,jcb,"991023427,CO,jcb"
173767875,ML,maestro,"173767875,ML,maestro"
701283916,MR,jcb,"701283916,MR,jcb"
933715150,ME,jcb,"933715150,ME,jcb"
937517960,SE,jcb,"937517960,SE,jcb"
974546157,LT,jcb,"974546157,LT,jcb"
980359340,LS,bankcard,"980359340,LS,bankcard"
967761687,AG,diners-club-carte-blanche,"967761687,AG,diners-club-carte-blanche"
434778677,CI,jcb,"434778677,CI,jcb"
444732627,CZ,bankcard,"444732627,CZ,bankcard"
414715945,GM,diners-club-carte-blanche,"414715945,GM,diners-club-carte-blanche"
155198002,IN,jcb,"155198002,IN,jcb"
597568445,JP,diners-club-us-ca,"597568445,JP,diners-club-us-ca"
321240560,PK,switch,"321240560,PK,switch"
680260885,ML,laser,"680260885,ML,laser"
970610014,CL,jcb,"970610014,CL,jcb"
452799755,DM,mastercard,"452799755,DM,mastercard"
966211491,PY,bankcard,"966211491,PY,bankcard"
518416664,MK,diners-club-enroute,"518416664,MK,diners-club-enroute"
444723923,TV,jcb,"444723923,TV,jcb"
452664607,PK,visa-electron,"452664607,PK,visa-electron"
59210991,AZ,americanexpress,"59210991,AZ,americanexpress"
907714006,LU,visa,"907714006,LU,visa"
516826913,MY,jcb,"516826913,MY,jcb"
521891076,SY,diners-club-enroute,"521891076,SY,diners-club-enroute"
448286497,BD,visa-electron,"448286497,BD,visa-electron"
71555006,SN,jcb,"71555006,SN,jcb"
146327471,FR,diners-club-enroute,"146327471,FR,diners-club-enroute"
943784878,BY,diners-club-carte-blanche,"943784878,BY,diners-club-carte-blanche"
703812392,MY,maestro,"703812392,MY,maestro"
365422063,GA,mastercard,"365422063,GA,mastercard"
192909477,VU,visa,"192909477,VU,visa"
403227144,SR,americanexpress,"403227144,SR,americanexpress"
439160778,DO,americanexpress,"439160778,DO,americanexpress"
566133425,NI,jcb,"566133425,NI,jcb"
88433115,KH,jcb,"88433115,KH,jcb"
684899999,JO,diners-club-carte-blanche,"684899999,JO,diners-club-carte-blanche"
593992285,IT,mastercard,"593992285,IT,mastercard"
541418257,PE,jcb,"541418257,PE,jcb"
564328201,LR,mastercard,"564328201,LR,mastercard"
992117507,TN,jcb,"992117507,TN,jcb"
567424205,UA,jcb,"567424205,UA,jcb"
49372919,HR,mastercard,"49372919,HR,mastercard"
473297865,TN,maestro,"473297865,TN,maestro"
132769384,PS,jcb,"132769384,PS,jcb"
108854417,SM,mastercard,"108854417,SM,mastercard"
998389179,CU,jcb,"998389179,CU,jcb"
472933118,BY,jcb,"472933118,BY,jcb"
701251224,FR,maestro,"701251224,FR,maestro"
828104753,IT,jcb,"828104753,IT,jcb"
785153846,DM,jcb,"785153846,DM,jcb"
169742119,PA,visa-electron,"169742119,PA,visa-electron"
962520841,SO,jcb,"962520841,SO,jcb"
653142163,KZ,visa,"653142163,KZ,visa"
356106204,NI,jcb,"356106204,NI,jcb"
21751601,BG,jcb,"21751601,BG,jcb"
590966072,JO,jcb,"590966072,JO,jcb"
294211888,BD,diners-club-carte-blanche,"294211888,BD,diners-club-carte-blanche"
879139965,GQ,maestro,"879139965,GQ,maestro"
682703435,SZ,bankcard,"682703435,SZ,bankcard"
520199440,PW,instapayment,"520199440,PW,instapayment"
755776695,BJ,jcb,"755776695,BJ,jcb"
757317939,NE,instapayment,"757317939,NE,instapayment"
919932271,AG,diners-club-carte-blanche,"919932271,AG,diners-club-carte-blanche"
221633285,CH,jcb,"221633285,CH,jcb"
272881537,GN,mastercard,"272881537,GN,mastercard"
439294584,BO,laser,"439294584,BO,laser"
297606180,PW,diners-club-carte-blanche,"297606180,PW,diners-club-carte-blanche"
376554340,KP,jcb,"376554340,KP,jcb"
937206581,DM,switch,"937206581,DM,switch"
126784252,PW,jcb,"126784252,PW,jcb"
196945186,TN,visa-electron,"196945186,TN,visa-electron"
362078709,SK,instapayment,"362078709,SK,instapayment"
349191592,UA,jcb,"349191592,UA,jcb"
745230021,MT,maestro,"745230021,MT,maestro"
225577228,PL,americanexpress,"225577228,PL,americanexpress"
130677505,BN,jcb,"130677505,BN,jcb"
307316045,GD,jcb,"307316045,GD,jcb"
490607630,MX,jcb,"490607630,MX,jcb"
775054453,US,laser,"775054453,US,laser"
369180434,HU,visa-electron,"369180434,HU,visa-electron"
463479830,OM,mastercard,"463479830,OM,mastercard"
475239248,BN,switch,"475239248,BN,switch"
104353400,UY,mastercard,"104353400,UY,mastercard"
954383313,SI,jcb,"954383313,SI,jcb"
374167304,IR,bankcard,"374167304,IR,bankcard"
584069621,BB,maestro,"584069621,BB,maestro"
10249269,SR,jcb,"10249269,SR,jcb"
62887196,DE,jcb,"62887196,DE,jcb"
437081835,PT,mastercard,"437081835,PT,mastercard"
955218567,CF,maestro,"955218567,CF,maestro"
930253004,GN,jcb,"930253004,GN,jcb"
874216182,KP,jcb,"874216182,KP,jcb"
621911460,MU,bankcard,"621911460,MU,bankcard"
395422673,PW,jcb,"395422673,PW,jcb"
653063081,LR,jcb,"653063081,LR,jcb"
181925059,SC,diners-club-international,"181925059,SC,diners-club-international"
773722478,GA,diners-club-carte-blanche,"773722478,GA,diners-club-carte-blanche"
20509414,VU,laser,"20509414,VU,laser"
292226823,EE,jcb,"292226823,EE,jcb"
654933673,ZW,bankcard,"654933673,ZW,bankcard"
405473681,DE,bankcard,"405473681,DE,bankcard"
319023441,AZ,jcb,"319023441,AZ,jcb"
229295205,TZ,switch,"229295205,TZ,switch"
866183513,MC,china-unionpay,"866183513,MC,china-unionpay"
620524891,ZA,americanexpress,"620524891,ZA,americanexpress"
243451301,FR,jcb,"243451301,FR,jcb"
138278690,NP,americanexpress,"138278690,NP,americanexpress"
648940115,VN,jcb,"648940115,VN,jcb"
71794225,CD,diners-club-enroute,"71794225,CD,diners-club-enroute"
619320191,KN,visa,"619320191,KN,visa"
227910621,ER,jcb,"227910621,ER,jcb"
431373715,CO,jcb,"431373715,CO,jcb"
511401475,LR,bankcard,"511401475,LR,bankcard"
993894698,UY,jcb,"993894698,UY,jcb"
104705474,GA,visa-electron,"104705474,GA,visa-electron"
608337413,LT,maestro,"608337413,LT,maestro"
48739594,BY,mastercard,"48739594,BY,mastercard"
907377016,FI,jcb,"907377016,FI,jcb"
530945730,BS,jcb,"530945730,BS,jcb"
310544974,NG,maestro,"310544974,NG,maestro"
409613704,IQ,jcb,"409613704,IQ,jcb"
817428833,NE,jcb,"817428833,NE,jcb"
421656360,CZ,visa-electron,"421656360,CZ,visa-electron"
939362659,MN,diners-club-enroute,"939362659,MN,diners-club-enroute"
889451847,TW,diners-club-carte-blanche,"889451847,TW,diners-club-carte-blanche"
958582187,ME,jcb,"958582187,ME,jcb"
170193599,TL,china-unionpay,"170193599,TL,china-unionpay"
5593588,AZ,switch,"5593588,AZ,switch"
62776126,KE,solo,"62776126,KE,solo"
412670675,AE,bankcard,"412670675,AE,bankcard"
379074436,LB,solo,"379074436,LB,solo"
666057707,FI,jcb,"666057707,FI,jcb"
443136822,PA,jcb,"443136822,PA,jcb"
716930639,IR,maestro,"716930639,IR,maestro"
346445922,KG,laser,"346445922,KG,laser"
29398113,TD,laser,"29398113,TD,laser"
780836664,RW,jcb,"780836664,RW,jcb"
374320236,ID,diners-club-carte-blanche,"374320236,ID,diners-club-carte-blanche"
65618084,IL,diners-club-carte-blanche,"65618084,IL,diners-club-carte-blanche"
83474261,SG,jcb,"83474261,SG,jcb"
411296293,NP,bankcard,"411296293,NP,bankcard"
111654776,BB,bankcard,"111654776,BB,bankcard"
478835982,BE,jcb,"478835982,BE,jcb"
626443502,BE,china-unionpay,"626443502,BE,china-unionpay"
96338139,ZA,laser,"96338139,ZA,laser"
746466495,DZ,jcb,"746466495,DZ,jcb"
214798230,DJ,visa-electron,"214798230,DJ,visa-electron"
733049557,KH,maestro,"733049557,KH,maestro"
47380376,NE,diners-club-enroute,"47380376,NE,diners-club-enroute"
628932030,AU,jcb,"628932030,AU,jcb"
402003866,NR,maestro,"402003866,NR,maestro"
591611848,NG,maestro,"591611848,NG,maestro"
166297709,RU,diners-club-carte-blanche,"166297709,RU,diners-club-carte-blanche"
533054151,MW,mastercard,"533054151,MW,mastercard"
826994477,CN,diners-club-carte-blanche,"826994477,CN,diners-club-carte-blanche"
808997894,MU,jcb,"808997894,MU,jcb"
248984709,BW,americanexpress,"248984709,BW,americanexpress"
852556380,AT,visa,"852556380,AT,visa"
649106327,GE,jcb,"649106327,GE,jcb"
112567512,BT,laser,"112567512,BT,laser"
513433233,MW,jcb,"513433233,MW,jcb"
707381075,HN,jcb,"707381075,HN,jcb"
580704195,QA,jcb,"580704195,QA,jcb"
851329154,NZ,diners-club-carte-blanche,"851329154,NZ,diners-club-carte-blanche"
318996174,OM,diners-club-enroute,"318996174,OM,diners-club-enroute"
25655648,ZM,jcb,"25655648,ZM,jcb"
714832566,WS,jcb,"714832566,WS,jcb"
382951378,AG,jcb,"382951378,AG,jcb"
622762751,KM,jcb,"622762751,KM,jcb"
802469189,HN,jcb,"802469189,HN,jcb"
882806389,KP,bankcard,"882806389,KP,bankcard"
929959567,NP,jcb,"929959567,NP,jcb"
305124724,EE,bankcard,"305124724,EE,bankcard"
355267144,LT,jcb,"355267144,LT,jcb"
171737412,ET,visa-electron,"171737412,ET,visa-electron"
624552720,RU,jcb,"624552720,RU,jcb"
424853047,MT,americanexpress,"424853047,MT,americanexpress"
204998894,AF,jcb,"204998894,AF,jcb"
443634381,MA,jcb,"443634381,MA,jcb"
850538855,AR,jcb,"850538855,AR,jcb"
567163267,DE,jcb,"567163267,DE,jcb"
713133575,PS,solo,"713133575,PS,solo"
586121953,TH,jcb,"586121953,TH,jcb"
399330760,AF,mastercard,"399330760,AF,mastercard"
184036066,LB,jcb,"184036066,LB,jcb"
75481422,HR,diners-club-enroute,"75481422,HR,diners-club-enroute"
533508749,ES,diners-club-carte-blanche,"533508749,ES,diners-club-carte-blanche"
13583320,SL,jcb,"13583320,SL,jcb"
914397734,IE,diners-club-enroute,"914397734,IE,diners-club-enroute"
753350956,CM,switch,"753350956,CM,switch"
142104453,ML,jcb,"142104453,ML,jcb"
665579624,SY,diners-club-enroute,"665579624,SY,diners-club-enroute"
155641099,KG,laser,"155641099,KG,laser"
481451566,SC,diners-club-enroute,"481451566,SC,diners-club-enroute"
70456078,SL,jcb,"70456078,SL,jcb"
947704670,GM,jcb,"947704670,GM,jcb"
590735876,ET,mastercard,"590735876,ET,mastercard"
244577857,ES,diners-club-enroute,"244577857,ES,diners-club-enroute"
447130664,NR,jcb,"447130664,NR,jcb"
136145343,LT,visa-electron,"136145343,LT,visa-electron"
242370704,BA,jcb,"242370704,BA,jcb"
334465413,AR,jcb,"334465413,AR,jcb"
280167539,HT,maestro,"280167539,HT,maestro"
832557181,LU,jcb,"832557181,LU,jcb"
391331859,KR,jcb,"391331859,KR,jcb"
473267667,BA,jcb,"473267667,BA,jcb"
617312301,KP,mastercard,"617312301,KP,mastercard"
609293460,CM,instapayment,"609293460,CM,instapayment"
535358756,GB,jcb,"535358756,GB,jcb"
133421559,VU,jcb,"133421559,VU,jcb"
400484135,HT,diners-club-enroute,"400484135,HT,diners-club-enroute"
611367102,PT,jcb,"611367102,PT,jcb"
144586353,LB,china-unionpay,"144586353,LB,china-unionpay"
359637238,PW,jcb,"359637238,PW,jcb"
440867301,PW,visa-electron,"440867301,PW,visa-electron"
943748751,BN,jcb,"943748751,BN,jcb"
85290840,QA,jcb,"85290840,QA,jcb"
895731666,SY,mastercard,"895731666,SY,mastercard"
191891333,AR,jcb,"191891333,AR,jcb"
974044395,MT,americanexpress,"974044395,MT,americanexpress"
469210515,CL,bankcard,"469210515,CL,bankcard"
826788318,PS,visa-electron,"826788318,PS,visa-electron"
529907292,AO,instapayment,"529907292,AO,instapayment"
506750092,FJ,americanexpress,"506750092,FJ,americanexpress"
718715164,NG,jcb,"718715164,NG,jcb"
864003092,QA,americanexpress,"864003092,QA,americanexpress"
155780388,MG,visa-electron,"155780388,MG,visa-electron"
447585950,VN,diners-club-carte-blanche,"447585950,VN,diners-club-carte-blanche"
650895419,CO,china-unionpay,"650895419,CO,china-unionpay"
269691192,MC,jcb,"269691192,MC,jcb"
946247968,AL,jcb,"946247968,AL,jcb"
704077769,KE,jcb,"704077769,KE,jcb"
113642128,AM,maestro,"113642128,AM,maestro"
727233554,ME,diners-club-carte-blanche,"727233554,ME,diners-club-carte-blanche"
652896769,TR,visa,"652896769,TR,visa"
503547639,LS,china-unionpay,"503547639,LS,china-unionpay"
349312201,FJ,jcb,"349312201,FJ,jcb"
662728256,MZ,jcb,"662728256,MZ,jcb"
332657,CO,jcb,"332657,CO,jcb"
431953887,SL,jcb,"431953887,SL,jcb"
232868362,CY,maestro,"232868362,CY,maestro"
513682361,AT,diners-club-carte-blanche,"513682361,AT,diners-club-carte-blanche"
222638713,SZ,mastercard,"222638713,SZ,mastercard"
450316871,DE,jcb,"450316871,DE,jcb"
906863178,AF,jcb,"906863178,AF,jcb"
75002354,SI,jcb,"75002354,SI,jcb"
16346202,WS,jcb,"16346202,WS,jcb"
875549888,SI,jcb,"875549888,SI,jcb"
116319486,TN,jcb,"116319486,TN,jcb"
69058091,CF,diners-club-enroute,"69058091,CF,diners-club-enroute"
649517795,IL,diners-club-enroute,"649517795,IL,diners-club-enroute"
514459271,TM,jcb,"514459271,TM,jcb"
315818886,BI,diners-club-enroute,"315818886,BI,diners-club-enroute"
958021689,SR,jcb,"958021689,SR,jcb"
51601121,GT,china-unionpay,"51601121,GT,china-unionpay"
629066707,ER,china-unionpay,"629066707,ER,china-unionpay"
701826527,DO,visa,"701826527,DO,visa"
339819227,SO,diners-club-us-ca,"339819227,SO,diners-club-us-ca"
642387259,DJ,jcb,"642387259,DJ,jcb"
212977552,KN,americanexpress,"212977552,KN,americanexpress"
174140874,ZA,instapayment,"174140874,ZA,instapayment"
576562882,EE,jcb,"576562882,EE,jcb"
235896802,LU,mastercard,"235896802,LU,mastercard"
494793662,TH,diners-club-enroute,"494793662,TH,diners-club-enroute"
466972079,VC,jcb,"466972079,VC,jcb"
780535412,YE,diners-club-enroute,"780535412,YE,diners-club-enroute"
655131040,SY,americanexpress,"655131040,SY,americanexpress"
564422130,SL,americanexpress,"564422130,SL,americanexpress"
858219714,MZ,jcb,"858219714,MZ,jcb"
40392292,LI,laser,"40392292,LI,laser"
807558548,SM,jcb,"807558548,SM,jcb"
669214017,BH,americanexpress,"669214017,BH,americanexpress"
983024449,CU,laser,"983024449,CU,laser"
50075777,BH,jcb,"50075777,BH,jcb"
345453596,US,laser,"345453596,US,laser"
694316991,CN,laser,"694316991,CN,laser"
890469493,TG,jcb,"890469493,TG,jcb"
51750192,MT,mastercard,"51750192,MT,mastercard"
682512570,DK,visa,"682512570,DK,visa"
174371231,BH,diners-club-enroute,"174371231,BH,diners-club-enroute"
70848979,CD,jcb,"70848979,CD,jcb"
114046293,CA,americanexpress,"114046293,CA,americanexpress"
316108838,RW,diners-club-enroute,"316108838,RW,diners-club-enroute"
867224919,KZ,jcb,"867224919,KZ,jcb"
944896524,MC,maestro,"944896524,MC,maestro"
185104641,ER,laser,"185104641,ER,laser"
24396789,ER,jcb,"24396789,ER,jcb"
120219837,ZA,maestro,"120219837,ZA,maestro"
244485035,MY,instapayment,"244485035,MY,instapayment"
150131206,AL,jcb,"150131206,AL,jcb"
780488728,TO,jcb,"780488728,TO,jcb"
227852739,MZ,jcb,"227852739,MZ,jcb"
205851991,ET,laser,"205851991,ET,laser"
72596309,MM,visa-electron,"72596309,MM,visa-electron"
147280572,FJ,americanexpress,"147280572,FJ,americanexpress"
662412077,ZM,switch,"662412077,ZM,switch"
558522648,MW,jcb,"558522648,MW,jcb"
60527841,DO,jcb,"60527841,DO,jcb"
198572793,PS,visa,"198572793,PS,visa"
918366427,MK,laser,"918366427,MK,laser"
41055297,PA,jcb,"41055297,PA,jcb"
154511706,SB,maestro,"154511706,SB,maestro"
127533739,BI,jcb,"127533739,BI,jcb"
5324452,GA,jcb,"5324452,GA,jcb"
465942377,ES,visa-electron,"465942377,ES,visa-electron"
108337197,TO,jcb,"108337197,TO,jcb"
737250140,SO,jcb,"737250140,SO,jcb"
621411610,MZ,laser,"621411610,MZ,laser"
377613953,PL,jcb,"377613953,PL,jcb"
257779942,BS,switch,"257779942,BS,switch"
634996624,GE,jcb,"634996624,GE,jcb"
392589772,WS,americanexpress,"392589772,WS,americanexpress"
699538694,MR,diners-club-carte-blanche,"699538694,MR,diners-club-carte-blanche"
108687476,BO,switch,"108687476,BO,switch"
195152504,FI,jcb,"195152504,FI,jcb"
701845691,AT,jcb,"701845691,AT,jcb"
532594339,MW,jcb,"532594339,MW,jcb"
568943625,KE,jcb,"568943625,KE,jcb"
673012220,PH,americanexpress,"673012220,PH,americanexpress"
120957350,MV,jcb,"120957350,MV,jcb"
281912361,CY,visa-electron,"281912361,CY,visa-electron"
370088172,MX,laser,"370088172,MX,laser"
409791335,TH,jcb,"409791335,TH,jcb"
107568662,BS,switch,"107568662,BS,switch"
732435612,SK,laser,"732435612,SK,laser"
697679008,QA,mastercard,"697679008,QA,mastercard"
500248905,PE,americanexpress,"500248905,PE,americanexpress"
366954770,KG,jcb,"366954770,KG,jcb"
500306052,LA,visa,"500306052,LA,visa"
292523144,KG,jcb,"292523144,KG,jcb"
721087664,MH,jcb,"721087664,MH,jcb"
508238847,SR,jcb,"508238847,SR,jcb"
184827400,BO,diners-club-carte-blanche,"184827400,BO,diners-club-carte-blanche"
217769503,MX,bankcard,"217769503,MX,bankcard"
838277897,VE,maestro,"838277897,VE,maestro"
869237188,PK,diners-club-enroute,"869237188,PK,diners-club-enroute"
855098537,NO,instapayment,"855098537,NO,instapayment"
580499374,ID,jcb,"580499374,ID,jcb"
764007241,SG,jcb,"764007241,SG,jcb"
539006080,NI,jcb,"539006080,NI,jcb"
183180399,AG,china-unionpay,"183180399,AG,china-unionpay"
912347694,BB,diners-club-carte-blanche,"912347694,BB,diners-club-carte-blanche"
928484647,ZA,switch,"928484647,ZA,switch"
279069547,PG,visa,"279069547,PG,visa"
940198599,SG,diners-club-enroute,"940198599,SG,diners-club-enroute"
174850774,CM,jcb,"174850774,CM,jcb"
583495762,TD,maestro,"583495762,TD,maestro"
624254059,FJ,jcb,"624254059,FJ,jcb"
563681244,TR,jcb,"563681244,TR,jcb"
341661462,SI,americanexpress,"341661462,SI,americanexpress"
112377038,IN,visa,"112377038,IN,visa"
42179260,MC,instapayment,"42179260,MC,instapayment"
283843932,JP,switch,"283843932,JP,switch"
987826864,SG,mastercard,"987826864,SG,mastercard"
268018566,SL,jcb,"268018566,SL,jcb"
140550930,CH,instapayment,"140550930,CH,instapayment"
486786925,US,jcb,"486786925,US,jcb"
750317857,YE,diners-club-carte-blanche,"750317857,YE,diners-club-carte-blanche"
479443223,ZA,visa,"479443223,ZA,visa"
563768381,PH,switch,"563768381,PH,switch"
332731117,SA,jcb,"332731117,SA,jcb"
525819699,CZ,jcb,"525819699,CZ,jcb"
414644267,CV,jcb,"414644267,CV,jcb"
806739037,EC,jcb,"806739037,EC,jcb"
484732570,PH,jcb,"484732570,PH,jcb"
37415048,EC,bankcard,"37415048,EC,bankcard"
362808787,DZ,visa-electron,"362808787,DZ,visa-electron"
673614179,DO,maestro,"673614179,DO,maestro"
415612173,VU,americanexpress,"415612173,VU,americanexpress"
177442992,PT,jcb,"177442992,PT,jcb"
621339302,TH,diners-club-us-ca,"621339302,TH,diners-club-us-ca"
892512665,CH,americanexpress,"892512665,CH,americanexpress"
340818530,UY,diners-club-enroute,"340818530,UY,diners-club-enroute"
90235843,AD,jcb,"90235843,AD,jcb"
126850674,PK,jcb,"126850674,PK,jcb"
211684162,AU,mastercard,"211684162,AU,mastercard"
426532249,SK,jcb,"426532249,SK,jcb"
625099144,SR,jcb,"625099144,SR,jcb"
304140101,IN,jcb,"304140101,IN,jcb"
471175461,MG,diners-club-enroute,"471175461,MG,diners-club-enroute"
936741294,CN,jcb,"936741294,CN,jcb"
169555780,BT,laser,"169555780,BT,laser"
823451691,US,mastercard,"823451691,US,mastercard"
617000056,GN,diners-club-enroute,"617000056,GN,diners-club-enroute"
149242668,CV,visa,"149242668,CV,visa"
186518552,TV,laser,"186518552,TV,laser"
306142104,CI,jcb,"306142104,CI,jcb"
256437595,UA,jcb,"256437595,UA,jcb"
720242127,MT,maestro,"720242127,MT,maestro"
236159167,MA,jcb,"236159167,MA,jcb"
694218910,GH,instapayment,"694218910,GH,instapayment"
232402919,AD,bankcard,"232402919,AD,bankcard"
353192691,DM,visa-electron,"353192691,DM,visa-electron"
718303206,DK,diners-club-enroute,"718303206,DK,diners-club-enroute"
95047597,LK,diners-club-enroute,"95047597,LK,diners-club-enroute"
341808920,SI,jcb,"341808920,SI,jcb"
855302456,NZ,visa,"855302456,NZ,visa"
247826516,US,jcb,"247826516,US,jcb"
488435224,MG,americanexpress,"488435224,MG,americanexpress"
840420788,EE,bankcard,"840420788,EE,bankcard"
294578669,BY,instapayment,"294578669,BY,instapayment"
408785531,AD,bankcard,"408785531,AD,bankcard"
462295204,NL,jcb,"462295204,NL,jcb"
418619009,MM,switch,"418619009,MM,switch"
92610199,MD,jcb,"92610199,MD,jcb"
205033574,SI,jcb,"205033574,SI,jcb"
493639042,SV,visa-electron,"493639042,SV,visa-electron"
21259737,GR,jcb,"21259737,GR,jcb"
716845658,LY,jcb,"716845658,LY,jcb"
551175283,PS,mastercard,"551175283,PS,mastercard"
988111281,SR,china-unionpay,"988111281,SR,china-unionpay"
177795198,SE,bankcard,"177795198,SE,bankcard"
967607636,DE,visa,"967607636,DE,visa"
874367601,RW,jcb,"874367601,RW,jcb"
713129970,PA,jcb,"713129970,PA,jcb"
332311191,LV,jcb,"332311191,LV,jcb"
937695541,AF,jcb,"937695541,AF,jcb"
71267569,VN,jcb,"71267569,VN,jcb"
211333671,LV,jcb,"211333671,LV,jcb"
838029491,GR,maestro,"838029491,GR,maestro"
725883242,KR,jcb,"725883242,KR,jcb"
206302965,TT,jcb,"206302965,TT,jcb"
481727290,JP,jcb,"481727290,JP,jcb"
35000556,CD,jcb,"35000556,CD,jcb"
122688333,BO,switch,"122688333,BO,switch"
440566960,TZ,jcb,"440566960,TZ,jcb"
173194188,VE,mastercard,"173194188,VE,mastercard"
544703609,DM,jcb,"544703609,DM,jcb"
902535572,PT,instapayment,"902535572,PT,instapayment"
617085224,LT,maestro,"617085224,LT,maestro"
884744341,CN,diners-club-enroute,"884744341,CN,diners-club-enroute"
396417230,GB,americanexpress,"396417230,GB,americanexpress"
224439878,MV,mastercard,"224439878,MV,mastercard"
672824205,KZ,mastercard,"672824205,KZ,mastercard"
918390229,NR,switch,"918390229,NR,switch"
989881862,SG,jcb,"989881862,SG,jcb"
669653014,BJ,diners-club-carte-blanche,"669653014,BJ,diners-club-carte-blanche"
313949768,ZM,switch,"313949768,ZM,switch"
738888744,PS,diners-club-us-ca,"738888744,PS,diners-club-us-ca"
837055240,KI,mastercard,"837055240,KI,mastercard"
880218035,TZ,mastercard,"880218035,TZ,mastercard"
604418253,IQ,jcb,"604418253,IQ,jcb"
205024479,SV,instapayment,"205024479,SV,instapayment"
455838988,BF,visa,"455838988,BF,visa"
527065465,MD,jcb,"527065465,MD,jcb"
115454570,AZ,jcb,"115454570,AZ,jcb"
830859699,LR,jcb,"830859699,LR,jcb"
801498598,FJ,americanexpress,"801498598,FJ,americanexpress"
688439102,MX,visa-electron,"688439102,MX,visa-electron"
117144834,KN,jcb,"117144834,KN,jcb"
778432524,NG,mastercard,"778432524,NG,mastercard"
754299298,MD,diners-club-enroute,"754299298,MD,diners-club-enroute"
705380794,NP,visa-electron,"705380794,NP,visa-electron"
784862759,FJ,mastercard,"784862759,FJ,mastercard"
902199638,FI,mastercard,"902199638,FI,mastercard"
652430718,BN,laser,"652430718,BN,laser"
519444065,ID,jcb,"519444065,ID,jcb"
425276501,PE,visa,"425276501,PE,visa"
19022998,MY,maestro,"19022998,MY,maestro"
911106910,MC,jcb,"911106910,MC,jcb"
306229756,SC,jcb,"306229756,SC,jcb"
258540307,PK,jcb,"258540307,PK,jcb"
957099279,NE,maestro,"957099279,NE,maestro"
128056579,IN,jcb,"128056579,IN,jcb"
796842572,CI,jcb,"796842572,CI,jcb"
461362054,AD,americanexpress,"461362054,AD,americanexpress"
550577955,NL,mastercard,"550577955,NL,mastercard"
45290472,YE,visa-electron,"45290472,YE,visa-electron"
149497675,TL,jcb,"149497675,TL,jcb"
239447980,TT,switch,"239447980,TT,switch"
998304184,CR,jcb,"998304184,CR,jcb"
936063162,BO,jcb,"936063162,BO,jcb"
414896428,PG,jcb,"414896428,PG,jcb"
384823078,VU,china-unionpay,"384823078,VU,china-unionpay"
848981219,SE,jcb,"848981219,SE,jcb"
385602049,DO,jcb,"385602049,DO,jcb"
539736953,MR,solo,"539736953,MR,solo"
266668684,ZM,jcb,"266668684,ZM,jcb"
629841765,AO,laser,"629841765,AO,laser"
253832,DE,jcb,"253832,DE,jcb"
442676024,SB,jcb,"442676024,SB,jcb"
680760133,JO,instapayment,"680760133,JO,instapayment"
817916858,US,americanexpress,"817916858,US,americanexpress"
51494167,BN,americanexpress,"51494167,BN,americanexpress"
591040430,MV,instapayment,"591040430,MV,instapayment"
359526022,JO,americanexpress,"359526022,JO,americanexpress"
665731439,GD,jcb,"665731439,GD,jcb"
538441590,BS,maestro,"538441590,BS,maestro"
756835515,EE,instapayment,"756835515,EE,instapayment"
167958090,NI,mastercard,"167958090,NI,mastercard"
700762011,ZA,diners-club-enroute,"700762011,ZA,diners-club-enroute"
244091946,LV,solo,"244091946,LV,solo"
317534632,IR,maestro,"317534632,IR,maestro"
47837320,DO,jcb,"47837320,DO,jcb"
79780629,PS,jcb,"79780629,PS,jcb"
955467239,VE,jcb,"955467239,VE,jcb"
914878360,PA,jcb,"914878360,PA,jcb"
974242936,AO,instapayment,"974242936,AO,instapayment"
583891714,MY,maestro,"583891714,MY,maestro"
164545195,HT,americanexpress,"164545195,HT,americanexpress"
297982220,MK,jcb,"297982220,MK,jcb"
3867438,VE,maestro,"3867438,VE,maestro"
202278054,CV,diners-club-us-ca,"202278054,CV,diners-club-us-ca"
803769806,ET,switch,"803769806,ET,switch"
183404508,LT,diners-club-enroute,"183404508,LT,diners-club-enroute"
824719318,MT,jcb,"824719318,MT,jcb"
812577946,PY,diners-club-carte-blanche,"812577946,PY,diners-club-carte-blanche"
940164672,ML,diners-club-enroute,"940164672,ML,diners-club-enroute"
668957485,MD,solo,"668957485,MD,solo"
150107766,HR,maestro,"150107766,HR,maestro"
902170558,CN,mastercard,"902170558,CN,mastercard"
497417793,PK,jcb,"497417793,PK,jcb"
564072719,LT,jcb,"564072719,LT,jcb"
610426595,SZ,jcb,"610426595,SZ,jcb"
378764020,UA,diners-club-carte-blanche,"378764020,UA,diners-club-carte-blanche"
862030387,IR,jcb,"862030387,IR,jcb"
952080387,MW,laser,"952080387,MW,laser"
756017560,MK,laser,"756017560,MK,laser"
187284906,MT,jcb,"187284906,MT,jcb"
589653374,GQ,mastercard,"589653374,GQ,mastercard"
112876655,IN,instapayment,"112876655,IN,instapayment"
847070634,AD,mastercard,"847070634,AD,mastercard"
759950530,LY,jcb,"759950530,LY,jcb"
